City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
600,Kudat,MY,80.53,moderate rain,6.8837,116.8477,Dream Garden Hotel
601,San Policarpo,PH,80.22,overcast clouds,12.1791,125.5072,Agapita M. Nicart
602,Tezu,IN,77.94,broken clouds,27.9167,96.1667,Circuit House
603,Skelleftea,SE,75.99,clear sky,64.7507,20.9528,Quality Hotel Skellefteå Stadshotell
604,Kambove,CD,85.5,clear sky,-10.8764,26.5969,Couvant des soeurs catholiques
606,Farafangana,MG,71.78,clear sky,-22.8167,47.8333,Miarina
607,Markova,UA,75.78,overcast clouds,48.6758,24.4138,Vas.VOM
608,Rairangpur,IN,78.6,broken clouds,22.2676,86.1751,@𝓞𝓜𝓜 𝓝𝓘𝓝𝓘 𝓜𝓘𝓛𝓛 𝓗𝓞𝓣𝓔𝓛
609,Bismarck,US,70.86,clear sky,46.8083,-100.7837,Bismarck Hotel and Conference Center
610,Ambovombe,MG,77.14,broken clouds,-25.1667,46.0833,RELAHARA
611,Kavieng,PG,80.29,overcast clouds,-2.5744,150.7967,Nusa Island Retreat
614,Newark,US,82.2,broken clouds,40.7357,-74.1724,"Robert Treat Hotel, BW Premier Collection"
616,Capitao Poco,BR,84.85,scattered clouds,-1.7464,-47.0594,Hotel New Tokyo
618,Izumo,JP,84.15,heavy intensity rain,35.3667,132.7667,Toyoko-Inn Izumoshi ekimae
619,Harer,ET,74.79,light rain,9.3094,42.1258,Amir Cultural Harari Guesthouse
621,Halvad,IN,83.75,overcast clouds,23.0167,71.1833,"""BHAVANI KRUPA"" Jagdishbhai H. Kariya"
622,Maicao,CO,85.35,broken clouds,11.3832,-72.2432,Hotel Sancho
624,Mae Sai,TH,74.55,overcast clouds,20.4335,99.8762,Piyaporn Hill Paradise Hotel
626,Koumac,NC,73.2,overcast clouds,-20.5667,164.2833,Le Monitel
627,Santa Cruz,BO,84.25,few clouds,-17.8,-63.1667,Aviador Hotel Boutique
628,Hyvinkaa,FI,81.79,overcast clouds,60.6333,24.8667,Scandic Hyvinkää
629,Hukuntsi,BW,70.07,scattered clouds,-24.0,21.75,Entabeni Hotel
630,Jiayuguan,CN,79.75,clear sky,39.8167,98.3,Jiugang Hotel - Jiayuguan
633,Shenxian,CN,80.51,scattered clouds,36.2411,115.6672,Xinhe Hotel
635,Thisted,DK,83.19,scattered clouds,56.9552,8.6949,Hotel Limfjorden
638,Petit-Canal,GP,85.86,broken clouds,16.3784,-61.4879,résidence Elie Dahomay
639,Inongo,CD,75.83,overcast clouds,-1.95,18.2667,Hotel Du Lac
641,Coruripe,BR,76.21,broken clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
644,Statesboro,US,81.93,clear sky,32.4488,-81.7832,"Holiday Inn Statesboro-University Area, an IHG Hotel"
646,Saint-Joseph,RE,71.98,few clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
647,Port-Cartier,CA,71.28,broken clouds,50.0334,-66.8654,Le Q'Artier
651,Povenets,RU,74.07,scattered clouds,62.8487,34.8262,Eko Otel' Bol'shaya Medveditsa
652,Shingu,JP,82.44,overcast clouds,33.7333,135.9833,Shingu UI Hotel
655,Trofors,NO,78.67,overcast clouds,65.5333,13.4063,Utpå Neset AS
656,Almeirim,BR,88.79,clear sky,-1.5233,-52.5817,Ricácio Hotel
657,Filadelfia,US,79.05,broken clouds,39.9523,-75.1638,"The Ritz-Carlton, Philadelphia"
661,Virginia Beach,US,79.0,broken clouds,36.8529,-75.978,Hilton Virginia Beach Oceanfront
663,Joura,IN,81.99,light rain,26.3411,77.8115,Shubh medical store joura
664,Chokwe,MZ,70.59,overcast clouds,-24.5333,32.9833,Complexo Sonho Real
665,Eydhafushi,MV,81.01,broken clouds,5.1033,73.0708,Soneva Fushi
670,Bayugan,PH,73.98,broken clouds,8.7561,125.7675,Susan Pension House
671,Tuy Hoa,VN,80.28,overcast clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
672,Kolobrzeg,PL,79.97,light rain,54.1757,15.5834,Doris SPA
673,Pangai,TO,73.85,light rain,-19.8,-174.35,Ha'apai Beach Resort
675,Bani,DO,85.86,clear sky,18.2833,-70.3333,Hospedaje Henriquez
676,Myrtle Beach,US,85.01,clear sky,33.6891,-78.8867,Bay View Resort Myrtle Beach
677,Pastavy,BY,80.67,overcast clouds,55.1168,26.8326,Mini gostinitca Shirki
679,Monywa,MM,89.38,scattered clouds,22.1167,95.1333,Monywa Hotel
680,Isla Mujeres,MX,86.16,clear sky,21.2311,-86.731,Hotel La Joya Isla Mujeres
681,Tarauaca,BR,86.5,few clouds,-8.1614,-70.7656,Flat Temporada
682,Kencong,ID,76.24,scattered clouds,-8.2833,113.3667,GUBUK SUGIANTO
683,Birur,IN,72.5,light rain,13.6167,75.9667,HOTEL SUKHASAGAR VAIBHAV
685,Biak,ID,75.38,overcast clouds,-0.9131,122.8766,Penginapan Kim
687,Acapulco,MX,80.42,few clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
688,Bayir,TR,82.92,few clouds,37.2687,28.2167,Hotel Babadag
689,Ahuimanu,US,78.51,overcast clouds,21.4447,-157.8378,Paradise Bay Resort
691,Cascavel,BR,74.8,clear sky,-24.9558,-53.4553,Copas Executive Hotel
693,Curitibanos,BR,70.93,overcast clouds,-27.2828,-50.5844,Tortato Palace Hotel
695,Toledo,ES,87.31,clear sky,39.8333,-4.0,Hotel Carlos V Toledo
698,Stephenville,US,82.18,clear sky,32.2207,-98.2023,La Quinta Inn & Suites by Wyndham Stephenville
700,Sale,MA,84.63,scattered clouds,34.0389,-6.8166,Hôtel Mercure Rabat Sheherazade
701,Peringat,MY,80.55,few clouds,6.0333,102.2833,Daseda Guest House
702,Padang,ID,80.65,moderate rain,-0.9492,100.3543,Mercure Padang
703,Crixas,BR,88.63,clear sky,-14.5489,-49.9692,RISO HOTEL
704,Caluquembe,AO,82.42,clear sky,-13.7833,14.6833,Hotel Kalukembe
707,Manado,ID,75.97,scattered clouds,1.487,124.8455,Aryaduta Hotel
709,Chake Chake,TZ,78.3,broken clouds,-5.2459,39.7666,Pemba Sea View Hotel
711,Foix,FR,81.09,scattered clouds,42.8333,1.5833,Résidence Thermale du Parc
712,Tomatlan,MX,75.43,overcast clouds,19.9333,-105.25,El Salvial
713,Pundaguitan,PH,83.89,overcast clouds,6.3711,126.1689,Leonardo Family Beach House 1
714,Boo,SE,81.03,clear sky,59.3333,18.2833,Yasuragi
717,Twentynine Palms,US,81.28,clear sky,34.1356,-116.0542,"Holiday Inn Express & Suites Twentynine Palms- Joshua Tree, an IHG Hotel"
718,Katobu,ID,73.78,overcast clouds,-4.9408,122.5276,La Ode Husein
